"index","shortname","name","unicode","unicode_encoded","aliases","image"
"940",":kaaba:","kaaba","1f54b","🕋","","!https://cdn.jsdelivr.net/emojione/assets/png/1f54b.png?v=2.2.7!"
"941",":fountain:","fountain","26f2","⛲","","!https://cdn.jsdelivr.net/emojione/assets/png/26f2.png?v=2.2.7!"
"942",":tent:","tent","26fa","⛺","","!https://cdn.jsdelivr.net/emojione/assets/png/26fa.png?v=2.2.7!"
"943",":foggy:","foggy","1f301","🌁","","!https://cdn.jsdelivr.net/emojione/assets/png/1f301.png?v=2.2.7!"
"944",":night_with_stars:","night with stars","1f303","🌃","","!https://cdn.jsdelivr.net/emojione/assets/png/1f303.png?v=2.2.7!"
"945",":sunrise_over_mountains:","sunrise over mountains","1f304","🌄","","!https://cdn.jsdelivr.net/emojione/assets/png/1f304.png?v=2.2.7!"
"946",":sunrise:","sunrise","1f305","🌅","","!https://cdn.jsdelivr.net/emojione/assets/png/1f305.png?v=2.2.7!"
"947",":city_dusk:","cityscape at dusk","1f306","🌆","","!https://cdn.jsdelivr.net/emojione/assets/png/1f306.png?v=2.2.7!"
"948",":city_sunset:","sunset over buildings","1f307","🌇",":city_sunrise:","!https://cdn.jsdelivr.net/emojione/assets/png/1f307.png?v=2.2.7!"
"949",":bridge_at_night:","bridge at night","1f309","🌉","","!https://cdn.jsdelivr.net/emojione/assets/png/1f309.png?v=2.2.7!"
"950",":hotsprings:","hot springs","2668","♨","","!https://cdn.jsdelivr.net/emojione/assets/png/2668.png?v=2.2.7!"
"951",":milky_way:","milky way","1f30c","🌌","","!https://cdn.jsdelivr.net/emojione/assets/png/1f30c.png?v=2.2.7!"
"952",":carousel_horse:","carousel horse","1f3a0","🎠","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3a0.png?v=2.2.7!"
"953",":ferris_wheel:","ferris wheel","1f3a1","🎡","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3a1.png?v=2.2.7!"
"954",":roller_coaster:","roller coaster","1f3a2","🎢","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3a2.png?v=2.2.7!"
"955",":barber:","barber pole","1f488","💈","","!https://cdn.jsdelivr.net/emojione/assets/png/1f488.png?v=2.2.7!"
"956",":circus_tent:","circus tent","1f3aa","🎪","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3aa.png?v=2.2.7!"
"957",":performing_arts:","performing arts","1f3ad","🎭","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3ad.png?v=2.2.7!"
"958",":frame_photo:","frame with picture","1f5bc","🖼",":frame_with_picture:","!https://cdn.jsdelivr.net/emojione/assets/png/1f5bc.png?v=2.2.7!"
"959",":art:","artist palette","1f3a8","🎨","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3a8.png?v=2.2.7!"
"960",":slot_machine:","slot machine","1f3b0","🎰","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3b0.png?v=2.2.7!"
"961",":steam_locomotive:","steam locomotive","1f682","🚂","","!https://cdn.jsdelivr.net/emojione/assets/png/1f682.png?v=2.2.7!"
"962",":railway_car:","railway car","1f683","🚃","","!https://cdn.jsdelivr.net/emojione/assets/png/1f683.png?v=2.2.7!"
"963",":bullettrain_side:","high-speed train","1f684","🚄","","!https://cdn.jsdelivr.net/emojione/assets/png/1f684.png?v=2.2.7!"
"964",":bullettrain_front:","high-speed train with bullet nose","1f685","🚅","","!https://cdn.jsdelivr.net/emojione/assets/png/1f685.png?v=2.2.7!"
"965",":train2:","train","1f686","🚆","","!https://cdn.jsdelivr.net/emojione/assets/png/1f686.png?v=2.2.7!"
"966",":metro:","metro","1f687","🚇","","!https://cdn.jsdelivr.net/emojione/assets/png/1f687.png?v=2.2.7!"
"967",":light_rail:","light rail","1f688","🚈","","!https://cdn.jsdelivr.net/emojione/assets/png/1f688.png?v=2.2.7!"
"968",":station:","station","1f689","🚉","","!https://cdn.jsdelivr.net/emojione/assets/png/1f689.png?v=2.2.7!"
"969",":tram:","tram","1f68a","🚊","","!https://cdn.jsdelivr.net/emojione/assets/png/1f68a.png?v=2.2.7!"
"970",":monorail:","monorail","1f69d","🚝","","!https://cdn.jsdelivr.net/emojione/assets/png/1f69d.png?v=2.2.7!"
"971",":mountain_railway:","mountain railway","1f69e","🚞","","!https://cdn.jsdelivr.net/emojione/assets/png/1f69e.png?v=2.2.7!"
"972",":train:","tram car","1f68b","🚋","","!https://cdn.jsdelivr.net/emojione/assets/png/1f68b.png?v=2.2.7!"
"973",":bus:","bus","1f68c","🚌","","!https://cdn.jsdelivr.net/emojione/assets/png/1f68c.png?v=2.2.7!"
"974",":oncoming_bus:","oncoming bus","1f68d","🚍","","!https://cdn.jsdelivr.net/emojione/assets/png/1f68d.png?v=2.2.7!"
"975",":trolleybus:","trolleybus","1f68e","🚎","","!https://cdn.jsdelivr.net/emojione/assets/png/1f68e.png?v=2.2.7!"
"976",":minibus:","minibus","1f690","🚐","","!https://cdn.jsdelivr.net/emojione/assets/png/1f690.png?v=2.2.7!"
"977",":ambulance:","ambulance","1f691","🚑","","!https://cdn.jsdelivr.net/emojione/assets/png/1f691.png?v=2.2.7!"
"978",":fire_engine:","fire engine","1f692","🚒","","!https://cdn.jsdelivr.net/emojione/assets/png/1f692.png?v=2.2.7!"
"979",":police_car:","police car","1f693","🚓","","!https://cdn.jsdelivr.net/emojione/assets/png/1f693.png?v=2.2.7!"
"980",":oncoming_police_car:","oncoming police car","1f694","🚔","","!https://cdn.jsdelivr.net/emojione/assets/png/1f694.png?v=2.2.7!"
"981",":taxi:","taxi","1f695","🚕","","!https://cdn.jsdelivr.net/emojione/assets/png/1f695.png?v=2.2.7!"
"982",":oncoming_taxi:","oncoming taxi","1f696","🚖","","!https://cdn.jsdelivr.net/emojione/assets/png/1f696.png?v=2.2.7!"
"983",":red_car:","automobile","1f697","🚗","","!https://cdn.jsdelivr.net/emojione/assets/png/1f697.png?v=2.2.7!"
"984",":oncoming_automobile:","oncoming automobile","1f698","🚘","","!https://cdn.jsdelivr.net/emojione/assets/png/1f698.png?v=2.2.7!"
"985",":blue_car:","recreational vehicle","1f699","🚙","","!https://cdn.jsdelivr.net/emojione/assets/png/1f699.png?v=2.2.7!"
"986",":truck:","delivery truck","1f69a","🚚","","!https://cdn.jsdelivr.net/emojione/assets/png/1f69a.png?v=2.2.7!"
"987",":articulated_lorry:","articulated lorry","1f69b","🚛","","!https://cdn.jsdelivr.net/emojione/assets/png/1f69b.png?v=2.2.7!"
"988",":tractor:","tractor","1f69c","🚜","","!https://cdn.jsdelivr.net/emojione/assets/png/1f69c.png?v=2.2.7!"
"989",":bike:","bicycle","1f6b2","🚲","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6b2.png?v=2.2.7!"
"990",":scooter:","scooter","1f6f4","🛴","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6f4.png?v=2.2.7!"
"991",":motor_scooter:","motor scooter","1f6f5","🛵",":motorbike:","!https://cdn.jsdelivr.net/emojione/assets/png/1f6f5.png?v=2.2.7!"
"992",":busstop:","bus stop","1f68f","🚏","","!https://cdn.jsdelivr.net/emojione/assets/png/1f68f.png?v=2.2.7!"
"993",":motorway:","motorway","1f6e3","🛣","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6e3.png?v=2.2.7!"
"994",":railway_track:","railway track","1f6e4","🛤",":railroad_track:","!https://cdn.jsdelivr.net/emojione/assets/png/1f6e4.png?v=2.2.7!"
"995",":fuelpump:","fuel pump","26fd","⛽","","!https://cdn.jsdelivr.net/emojione/assets/png/26fd.png?v=2.2.7!"
"996",":rotating_light:","police cars revolving light","1f6a8","🚨","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6a8.png?v=2.2.7!"
"997",":traffic_light:","horizontal traffic light","1f6a5","🚥","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6a5.png?v=2.2.7!"
"998",":vertical_traffic_light:","vertical traffic light","1f6a6","🚦","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6a6.png?v=2.2.7!"
"999",":construction:","construction sign","1f6a7","🚧","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6a7.png?v=2.2.7!"
"1000",":octagonal_sign:","octagonal sign","1f6d1","🛑",":stop_sign:","!https://cdn.jsdelivr.net/emojione/assets/png/1f6d1.png?v=2.2.7!"
"1001",":anchor:","anchor","2693","⚓","","!https://cdn.jsdelivr.net/emojione/assets/png/2693.png?v=2.2.7!"
"1002",":sailboat:","sailboat","26f5","⛵","","!https://cdn.jsdelivr.net/emojione/assets/png/26f5.png?v=2.2.7!"
"1003",":canoe:","canoe","1f6f6","🛶",":kayak:","!https://cdn.jsdelivr.net/emojione/assets/png/1f6f6.png?v=2.2.7!"
"1004",":speedboat:","speedboat","1f6a4","🚤","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6a4.png?v=2.2.7!"
"1005",":cruise_ship:","passenger ship","1f6f3","🛳",":passenger_ship:","!https://cdn.jsdelivr.net/emojione/assets/png/1f6f3.png?v=2.2.7!"
"1006",":ferry:","ferry","26f4","⛴","","!https://cdn.jsdelivr.net/emojione/assets/png/26f4.png?v=2.2.7!"
"1007",":motorboat:","motorboat","1f6e5","🛥","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6e5.png?v=2.2.7!"
"1008",":ship:","ship","1f6a2","🚢","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6a2.png?v=2.2.7!"
"1009",":airplane:","airplane","2708","✈","","!https://cdn.jsdelivr.net/emojione/assets/png/2708.png?v=2.2.7!"
"1010",":airplane_small:","small airplane","1f6e9","🛩",":small_airplane:","!https://cdn.jsdelivr.net/emojione/assets/png/1f6e9.png?v=2.2.7!"
"1011",":airplane_departure:","airplane departure","1f6eb","🛫","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6eb.png?v=2.2.7!"
"1012",":airplane_arriving:","airplane arriving","1f6ec","🛬","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6ec.png?v=2.2.7!"
"1013",":seat:","seat","1f4ba","💺","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4ba.png?v=2.2.7!"
"1014",":helicopter:","helicopter","1f681","🚁","","!https://cdn.jsdelivr.net/emojione/assets/png/1f681.png?v=2.2.7!"
"1015",":suspension_railway:","suspension railway","1f69f","🚟","","!https://cdn.jsdelivr.net/emojione/assets/png/1f69f.png?v=2.2.7!"
"1016",":mountain_cableway:","mountain cableway","1f6a0","🚠","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6a0.png?v=2.2.7!"
"1017",":aerial_tramway:","aerial tramway","1f6a1","🚡","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6a1.png?v=2.2.7!"
"1018",":rocket:","rocket","1f680","🚀","","!https://cdn.jsdelivr.net/emojione/assets/png/1f680.png?v=2.2.7!"
"1019",":satellite_orbital:","satellite","1f6f0","🛰","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6f0.png?v=2.2.7!"
"1020",":bellhop:","bellhop bell","1f6ce","🛎",":bellhop_bell:","!https://cdn.jsdelivr.net/emojione/assets/png/1f6ce.png?v=2.2.7!"
"1021",":door:","door","1f6aa","🚪","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6aa.png?v=2.2.7!"
"1022",":sleeping_accommodation:","sleeping accommodation","1f6cc","🛌","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6cc.png?v=2.2.7!"
"1023",":bed:","bed","1f6cf","🛏","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6cf.png?v=2.2.7!"
"1024",":couch:","couch and lamp","1f6cb","🛋",":couch_and_lamp:","!https://cdn.jsdelivr.net/emojione/assets/png/1f6cb.png?v=2.2.7!"
"1025",":toilet:","toilet","1f6bd","🚽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6bd.png?v=2.2.7!"
"1026",":shower:","shower","1f6bf","🚿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6bf.png?v=2.2.7!"
"1027",":bath:","bath","1f6c0","🛀","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6c0.png?v=2.2.7!"
"1028",":bath_tone1:","bath tone 1","1f6c0-1f3fb","🛀 🏻","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6c0-1f3fb.png?v=2.2.7!"
"1029",":bath_tone2:","bath tone 2","1f6c0-1f3fc","🛀 🏼","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6c0-1f3fc.png?v=2.2.7!"
"1030",":bath_tone3:","bath tone 3","1f6c0-1f3fd","🛀 🏽","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6c0-1f3fd.png?v=2.2.7!"
"1031",":bath_tone4:","bath tone 4","1f6c0-1f3fe","🛀 🏾","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6c0-1f3fe.png?v=2.2.7!"
"1032",":bath_tone5:","bath tone 5","1f6c0-1f3ff","🛀 🏿","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6c0-1f3ff.png?v=2.2.7!"
"1033",":bathtub:","bathtub","1f6c1","🛁","","!https://cdn.jsdelivr.net/emojione/assets/png/1f6c1.png?v=2.2.7!"
"1034",":hourglass:","hourglass","231b","⌛","","!https://cdn.jsdelivr.net/emojione/assets/png/231b.png?v=2.2.7!"
"1035",":hourglass_flowing_sand:","hourglass with flowing sand","23f3","⏳","","!https://cdn.jsdelivr.net/emojione/assets/png/23f3.png?v=2.2.7!"
"1036",":watch:","watch","231a","⌚","","!https://cdn.jsdelivr.net/emojione/assets/png/231a.png?v=2.2.7!"
"1037",":alarm_clock:","alarm clock","23f0","⏰","","!https://cdn.jsdelivr.net/emojione/assets/png/23f0.png?v=2.2.7!"
"1038",":stopwatch:","stopwatch","23f1","⏱","","!https://cdn.jsdelivr.net/emojione/assets/png/23f1.png?v=2.2.7!"
"1039",":timer:","timer clock","23f2","⏲",":timer_clock:","!https://cdn.jsdelivr.net/emojione/assets/png/23f2.png?v=2.2.7!"
"1040",":clock:","mantlepiece clock","1f570","🕰",":mantlepiece_clock:","!https://cdn.jsdelivr.net/emojione/assets/png/1f570.png?v=2.2.7!"
"1041",":clock12:","clock face twelve oclock","1f55b","🕛","","!https://cdn.jsdelivr.net/emojione/assets/png/1f55b.png?v=2.2.7!"
"1042",":clock1230:","clock face twelve-thirty","1f567","🕧","","!https://cdn.jsdelivr.net/emojione/assets/png/1f567.png?v=2.2.7!"
"1043",":clock1:","clock face one oclock","1f550","🕐","","!https://cdn.jsdelivr.net/emojione/assets/png/1f550.png?v=2.2.7!"
"1044",":clock130:","clock face one-thirty","1f55c","🕜","","!https://cdn.jsdelivr.net/emojione/assets/png/1f55c.png?v=2.2.7!"
"1045",":clock2:","clock face two oclock","1f551","🕑","","!https://cdn.jsdelivr.net/emojione/assets/png/1f551.png?v=2.2.7!"
"1046",":clock230:","clock face two-thirty","1f55d","🕝","","!https://cdn.jsdelivr.net/emojione/assets/png/1f55d.png?v=2.2.7!"
"1047",":clock3:","clock face three oclock","1f552","🕒","","!https://cdn.jsdelivr.net/emojione/assets/png/1f552.png?v=2.2.7!"
"1048",":clock330:","clock face three-thirty","1f55e","🕞","","!https://cdn.jsdelivr.net/emojione/assets/png/1f55e.png?v=2.2.7!"
"1049",":clock4:","clock face four oclock","1f553","🕓","","!https://cdn.jsdelivr.net/emojione/assets/png/1f553.png?v=2.2.7!"
"1050",":clock430:","clock face four-thirty","1f55f","🕟","","!https://cdn.jsdelivr.net/emojione/assets/png/1f55f.png?v=2.2.7!"
"1051",":clock5:","clock face five oclock","1f554","🕔","","!https://cdn.jsdelivr.net/emojione/assets/png/1f554.png?v=2.2.7!"
"1052",":clock530:","clock face five-thirty","1f560","🕠","","!https://cdn.jsdelivr.net/emojione/assets/png/1f560.png?v=2.2.7!"
"1053",":clock6:","clock face six oclock","1f555","🕕","","!https://cdn.jsdelivr.net/emojione/assets/png/1f555.png?v=2.2.7!"
"1054",":clock630:","clock face six-thirty","1f561","🕡","","!https://cdn.jsdelivr.net/emojione/assets/png/1f561.png?v=2.2.7!"
"1055",":clock7:","clock face seven oclock","1f556","🕖","","!https://cdn.jsdelivr.net/emojione/assets/png/1f556.png?v=2.2.7!"
"1056",":clock730:","clock face seven-thirty","1f562","🕢","","!https://cdn.jsdelivr.net/emojione/assets/png/1f562.png?v=2.2.7!"
"1057",":clock8:","clock face eight oclock","1f557","🕗","","!https://cdn.jsdelivr.net/emojione/assets/png/1f557.png?v=2.2.7!"
"1058",":clock830:","clock face eight-thirty","1f563","🕣","","!https://cdn.jsdelivr.net/emojione/assets/png/1f563.png?v=2.2.7!"
"1059",":clock9:","clock face nine oclock","1f558","🕘","","!https://cdn.jsdelivr.net/emojione/assets/png/1f558.png?v=2.2.7!"
"1060",":clock930:","clock face nine-thirty","1f564","🕤","","!https://cdn.jsdelivr.net/emojione/assets/png/1f564.png?v=2.2.7!"
"1061",":clock10:","clock face ten oclock","1f559","🕙","","!https://cdn.jsdelivr.net/emojione/assets/png/1f559.png?v=2.2.7!"
"1062",":clock1030:","clock face ten-thirty","1f565","🕥","","!https://cdn.jsdelivr.net/emojione/assets/png/1f565.png?v=2.2.7!"
"1063",":clock11:","clock face eleven oclock","1f55a","🕚","","!https://cdn.jsdelivr.net/emojione/assets/png/1f55a.png?v=2.2.7!"
"1064",":clock1130:","clock face eleven-thirty","1f566","🕦","","!https://cdn.jsdelivr.net/emojione/assets/png/1f566.png?v=2.2.7!"
"1065",":new_moon:","new moon symbol","1f311","🌑","","!https://cdn.jsdelivr.net/emojione/assets/png/1f311.png?v=2.2.7!"
"1066",":waxing_crescent_moon:","waxing crescent moon symbol","1f312","🌒","","!https://cdn.jsdelivr.net/emojione/assets/png/1f312.png?v=2.2.7!"
"1067",":first_quarter_moon:","first quarter moon symbol","1f313","🌓","","!https://cdn.jsdelivr.net/emojione/assets/png/1f313.png?v=2.2.7!"
"1068",":waxing_gibbous_moon:","waxing gibbous moon symbol","1f314","🌔","","!https://cdn.jsdelivr.net/emojione/assets/png/1f314.png?v=2.2.7!"
"1069",":full_moon:","full moon symbol","1f315","🌕","","!https://cdn.jsdelivr.net/emojione/assets/png/1f315.png?v=2.2.7!"
"1070",":waning_gibbous_moon:","waning gibbous moon symbol","1f316","🌖","","!https://cdn.jsdelivr.net/emojione/assets/png/1f316.png?v=2.2.7!"
"1071",":last_quarter_moon:","last quarter moon symbol","1f317","🌗","","!https://cdn.jsdelivr.net/emojione/assets/png/1f317.png?v=2.2.7!"
"1072",":waning_crescent_moon:","waning crescent moon symbol","1f318","🌘","","!https://cdn.jsdelivr.net/emojione/assets/png/1f318.png?v=2.2.7!"
"1073",":crescent_moon:","crescent moon","1f319","🌙","","!https://cdn.jsdelivr.net/emojione/assets/png/1f319.png?v=2.2.7!"
"1074",":new_moon_with_face:","new moon with face","1f31a","🌚","","!https://cdn.jsdelivr.net/emojione/assets/png/1f31a.png?v=2.2.7!"
"1075",":first_quarter_moon_with_face:","first quarter moon with face","1f31b","🌛","","!https://cdn.jsdelivr.net/emojione/assets/png/1f31b.png?v=2.2.7!"
"1076",":last_quarter_moon_with_face:","last quarter moon with face","1f31c","🌜","","!https://cdn.jsdelivr.net/emojione/assets/png/1f31c.png?v=2.2.7!"
"1077",":thermometer:","thermometer","1f321","🌡","","!https://cdn.jsdelivr.net/emojione/assets/png/1f321.png?v=2.2.7!"
"1078",":sunny:","black sun with rays","2600","☀","","!https://cdn.jsdelivr.net/emojione/assets/png/2600.png?v=2.2.7!"
"1079",":full_moon_with_face:","full moon with face","1f31d","🌝","","!https://cdn.jsdelivr.net/emojione/assets/png/1f31d.png?v=2.2.7!"
"1080",":sun_with_face:","sun with face","1f31e","🌞","","!https://cdn.jsdelivr.net/emojione/assets/png/1f31e.png?v=2.2.7!"
"1081",":star:","white medium star","2b50","⭐","","!https://cdn.jsdelivr.net/emojione/assets/png/2b50.png?v=2.2.7!"
"1082",":star2:","glowing star","1f31f","🌟","","!https://cdn.jsdelivr.net/emojione/assets/png/1f31f.png?v=2.2.7!"
"1083",":stars:","shooting star","1f320","🌠","","!https://cdn.jsdelivr.net/emojione/assets/png/1f320.png?v=2.2.7!"
"1084",":cloud:","cloud","2601","☁","","!https://cdn.jsdelivr.net/emojione/assets/png/2601.png?v=2.2.7!"
"1085",":partly_sunny:","sun behind cloud","26c5","⛅","","!https://cdn.jsdelivr.net/emojione/assets/png/26c5.png?v=2.2.7!"
"1086",":thunder_cloud_rain:","thunder cloud and rain","26c8","⛈",":thunder_cloud_and_rain:","!https://cdn.jsdelivr.net/emojione/assets/png/26c8.png?v=2.2.7!"
"1087",":white_sun_small_cloud:","white sun with small cloud","1f324","🌤",":white_sun_with_small_cloud:","!https://cdn.jsdelivr.net/emojione/assets/png/1f324.png?v=2.2.7!"
"1088",":white_sun_cloud:","white sun behind cloud","1f325","🌥",":white_sun_behind_cloud:","!https://cdn.jsdelivr.net/emojione/assets/png/1f325.png?v=2.2.7!"
"1089",":white_sun_rain_cloud:","white sun behind cloud with rain","1f326","🌦",":white_sun_behind_cloud_with_rain:","!https://cdn.jsdelivr.net/emojione/assets/png/1f326.png?v=2.2.7!"
"1090",":cloud_rain:","cloud with rain","1f327","🌧",":cloud_with_rain:","!https://cdn.jsdelivr.net/emojione/assets/png/1f327.png?v=2.2.7!"
"1091",":cloud_snow:","cloud with snow","1f328","🌨",":cloud_with_snow:","!https://cdn.jsdelivr.net/emojione/assets/png/1f328.png?v=2.2.7!"
"1092",":cloud_lightning:","cloud with lightning","1f329","🌩",":cloud_with_lightning:","!https://cdn.jsdelivr.net/emojione/assets/png/1f329.png?v=2.2.7!"
"1093",":cloud_tornado:","cloud with tornado","1f32a","🌪",":cloud_with_tornado:","!https://cdn.jsdelivr.net/emojione/assets/png/1f32a.png?v=2.2.7!"
"1094",":fog:","fog","1f32b","🌫","","!https://cdn.jsdelivr.net/emojione/assets/png/1f32b.png?v=2.2.7!"
"1095",":wind_blowing_face:","wind blowing face","1f32c","🌬","","!https://cdn.jsdelivr.net/emojione/assets/png/1f32c.png?v=2.2.7!"
"1096",":cyclone:","cyclone","1f300","🌀","","!https://cdn.jsdelivr.net/emojione/assets/png/1f300.png?v=2.2.7!"
"1097",":rainbow:","rainbow","1f308","🌈","","!https://cdn.jsdelivr.net/emojione/assets/png/1f308.png?v=2.2.7!"
"1098",":closed_umbrella:","closed umbrella","1f302","🌂","","!https://cdn.jsdelivr.net/emojione/assets/png/1f302.png?v=2.2.7!"
"1099",":umbrella2:","umbrella","2602","☂","","!https://cdn.jsdelivr.net/emojione/assets/png/2602.png?v=2.2.7!"
"1100",":umbrella:","umbrella with rain drops","2614","☔","","!https://cdn.jsdelivr.net/emojione/assets/png/2614.png?v=2.2.7!"
"1101",":beach_umbrella:","umbrella on ground","26f1","⛱",":umbrella_on_ground:","!https://cdn.jsdelivr.net/emojione/assets/png/26f1.png?v=2.2.7!"
"1102",":zap:","high voltage sign","26a1","⚡","","!https://cdn.jsdelivr.net/emojione/assets/png/26a1.png?v=2.2.7!"
"1103",":snowflake:","snowflake","2744","❄","","!https://cdn.jsdelivr.net/emojione/assets/png/2744.png?v=2.2.7!"
"1104",":snowman2:","snowman","2603","☃","","!https://cdn.jsdelivr.net/emojione/assets/png/2603.png?v=2.2.7!"
"1105",":snowman:","snowman without snow","26c4","⛄","","!https://cdn.jsdelivr.net/emojione/assets/png/26c4.png?v=2.2.7!"
"1106",":comet:","comet","2604","☄","","!https://cdn.jsdelivr.net/emojione/assets/png/2604.png?v=2.2.7!"
"1107",":fire:","fire","1f525","🔥",":flame:","!https://cdn.jsdelivr.net/emojione/assets/png/1f525.png?v=2.2.7!"
"1108",":droplet:","droplet","1f4a7","💧","","!https://cdn.jsdelivr.net/emojione/assets/png/1f4a7.png?v=2.2.7!"
"1109",":ocean:","water wave","1f30a","🌊","","!https://cdn.jsdelivr.net/emojione/assets/png/1f30a.png?v=2.2.7!"
"1110",":jack_o_lantern:","jack-o-lantern","1f383","🎃","","!https://cdn.jsdelivr.net/emojione/assets/png/1f383.png?v=2.2.7!"
"1111",":christmas_tree:","christmas tree","1f384","🎄","","!https://cdn.jsdelivr.net/emojione/assets/png/1f384.png?v=2.2.7!"
"1112",":fireworks:","fireworks","1f386","🎆","","!https://cdn.jsdelivr.net/emojione/assets/png/1f386.png?v=2.2.7!"
"1113",":sparkler:","firework sparkler","1f387","🎇","","!https://cdn.jsdelivr.net/emojione/assets/png/1f387.png?v=2.2.7!"
"1114",":sparkles:","sparkles","2728","✨","","!https://cdn.jsdelivr.net/emojione/assets/png/2728.png?v=2.2.7!"
"1115",":balloon:","balloon","1f388","🎈","","!https://cdn.jsdelivr.net/emojione/assets/png/1f388.png?v=2.2.7!"
"1116",":tada:","party popper","1f389","🎉","","!https://cdn.jsdelivr.net/emojione/assets/png/1f389.png?v=2.2.7!"
"1117",":confetti_ball:","confetti ball","1f38a","🎊","","!https://cdn.jsdelivr.net/emojione/assets/png/1f38a.png?v=2.2.7!"
"1118",":tanabata_tree:","tanabata tree","1f38b","🎋","","!https://cdn.jsdelivr.net/emojione/assets/png/1f38b.png?v=2.2.7!"
"1119",":bamboo:","pine decoration","1f38d","🎍","","!https://cdn.jsdelivr.net/emojione/assets/png/1f38d.png?v=2.2.7!"
"1120",":dolls:","japanese dolls","1f38e","🎎","","!https://cdn.jsdelivr.net/emojione/assets/png/1f38e.png?v=2.2.7!"
"1121",":flags:","carp streamer","1f38f","🎏","","!https://cdn.jsdelivr.net/emojione/assets/png/1f38f.png?v=2.2.7!"
"1122",":wind_chime:","wind chime","1f390","🎐","","!https://cdn.jsdelivr.net/emojione/assets/png/1f390.png?v=2.2.7!"
"1123",":rice_scene:","moon viewing ceremony","1f391","🎑","","!https://cdn.jsdelivr.net/emojione/assets/png/1f391.png?v=2.2.7!"
"1124",":ribbon:","ribbon","1f380","🎀","","!https://cdn.jsdelivr.net/emojione/assets/png/1f380.png?v=2.2.7!"
"1125",":gift:","wrapped present","1f381","🎁","","!https://cdn.jsdelivr.net/emojione/assets/png/1f381.png?v=2.2.7!"
"1126",":reminder_ribbon:","reminder ribbon","1f397","🎗","","!https://cdn.jsdelivr.net/emojione/assets/png/1f397.png?v=2.2.7!"
"1127",":tickets:","admission tickets","1f39f","🎟",":admission_tickets:","!https://cdn.jsdelivr.net/emojione/assets/png/1f39f.png?v=2.2.7!"
"1128",":ticket:","ticket","1f3ab","🎫","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3ab.png?v=2.2.7!"
"1129",":military_medal:","military medal","1f396","🎖","","!https://cdn.jsdelivr.net/emojione/assets/png/1f396.png?v=2.2.7!"
"1130",":trophy:","trophy","1f3c6","🏆","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3c6.png?v=2.2.7!"
"1131",":medal:","sports medal","1f3c5","🏅",":sports_medal:","!https://cdn.jsdelivr.net/emojione/assets/png/1f3c5.png?v=2.2.7!"
"1132",":first_place:","first place medal","1f947","🥇",":first_place_medal:","!https://cdn.jsdelivr.net/emojione/assets/png/1f947.png?v=2.2.7!"
"1133",":second_place:","second place medal","1f948","🥈",":second_place_medal:","!https://cdn.jsdelivr.net/emojione/assets/png/1f948.png?v=2.2.7!"
"1134",":third_place:","third place medal","1f949","🥉",":third_place_medal:","!https://cdn.jsdelivr.net/emojione/assets/png/1f949.png?v=2.2.7!"
"1135",":soccer:","soccer ball","26bd","⚽","","!https://cdn.jsdelivr.net/emojione/assets/png/26bd.png?v=2.2.7!"
"1136",":baseball:","baseball","26be","⚾","","!https://cdn.jsdelivr.net/emojione/assets/png/26be.png?v=2.2.7!"
"1137",":basketball:","basketball and hoop","1f3c0","🏀","","!https://cdn.jsdelivr.net/emojione/assets/png/1f3c0.png?v=2.2.7!"
